,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
フレンドシップ,0.11485714,0.5005714,0,0,0,0,0,0
修交,0.11608889,0.49831113,0,0,0,0,0,0
友好的な関係,0.11485714,0.5005714,0,0,0,0,0,0
交宜,0.12652633,0.4791579,0,0,0,0,0,0
修好,0.11608889,0.49831113,0,0,0,0,0,0
交誼,0.12652633,0.4791579,0,0,0,0,0,0
友宜,0.11485714,0.5005714,0,0,0,0,0,0
首枷,2.5879917E-05,0.00024154589,0.070220925,0.009037021,0.007269956,0.6266707,0.19926716,0.007849666
トラブル,0.0090908725,0.0015500762,0.11359527,0.076440044,0.029200828,0.295565,0.26400518,0.030383384
お荷物,2.446184E-05,0.00022831051,0.06858021,0.010063912,0.0053495327,0.6439308,0.19968782,0.0045276145
厄介さ,0.0016083568,0.001454687,0.15409027,0.06048647,0.026561974,0.2935449,0.2443211,0.02682255
厄介物,0.00014880954,0.0013888889,0.36349255,0.024185091,0.025135582,0.19259259,0.095438875,0.009024471
負荷,0.00012755103,0.0011904762,0.31156504,0.020730078,0.021544786,0.2793651,0.11037618,0.0077352608
屈託,0.0004464286,0.004166667,0.52831495,0.024261622,0.02441468,0.01765873,0.018558674,0.014176588
問題,7.440477E-05,0.00069444446,0.16178614,0.13051623,0.046511877,0.20842895,0.2093807,0.03424955
厄介事,0.0014519888,0.001313259,0.14640093,0.059814174,0.024847616,0.30204284,0.24660933,0.03173795
厄介なもの,0.00014880954,0.0013888889,0.36349255,0.024185091,0.025135582,0.19259259,0.095438875,0.009024471
御荷物,2.446184E-05,0.00022831051,0.06858021,0.010063912,0.0053495327,0.6439308,0.19968782,0.0045276145
意に介する,0.0004464286,0.004166667,0.52831495,0.024261622,0.02441468,0.01765873,0.018558674,0.014176588
負担,0.00014880954,0.0013888889,0.36349255,0.024185091,0.025135582,0.19259259,0.095438875,0.009024471
重荷,2.6652453E-05,0.00024875623,0.07231707,0.009306783,0.0054969206,0.64139706,0.19725521,0.0041038855
悲しそうに,0,0,0,0,0.375,0,0.22500001,0
悲心,0.055963147,0.32453966,0.02283381,0.19439064,0.0062427083,0.010031882,0,0
仁慈,0.055963147,0.32453966,0.02283381,0.19439064,0.0062427083,0.010031882,0,0
容赦,0.07465784,0.28736702,0.035766307,0.15065192,0.016023071,0.009854283,0.021052632,0.00046992482
好い気,0.080000006,0.10666668,0,0,0,0.48833337,0.22500001,0
高慢,0.034023568,0.035858586,0,0.009284091,0,0.52453333,0.28606918,0
傲然たる,0.034023568,0.035858586,0,0.009284091,0,0.52453333,0.28606918,0
いい気,0.080000006,0.10666668,0,0,0,0.48833337,0.22500001,0
禁じる,0,0,0,0,0,0.8,0.20000002,0
妨害,0.00064627343,0.00048986153,0.045215562,0.02355078,0.010978215,0.61114645,0.22836985,0.01060855
困者,0.0016055856,0.0012169998,0.10295741,0.058508974,0.022586502,0.3720278,0.2628641,0.026355615
手足まとい,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
押し留める,0,0,0,0,0,0.8,0.20000002,0
中断,0.092258066,0.038709678,0.009050179,0.035985664,0.026164874,0.52956986,0.14711471,0.00089605735
立ち塞がる,0,0,0.0016782407,0.0011574074,0.00023148149,0.7920139,0.20167826,0.0005787037
口出し,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
防遏,0,0,0,0,0,0.8,0.20000002,0
封鎖,0,0,0.0016782407,0.0011574074,0.00023148149,0.7920139,0.20167826,0.0005787037
足纏,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
妨害行為,0,0,0.014009662,0.009661836,0.0019323671,0.7284421,0.21672705,0.004830918
沮止,0,0,0.016343042,0.003236246,0.0035598706,0.74429613,0.20748383,0.001618123
完封,0,0,0.0016782407,0.0011574074,0.00023148149,0.7920139,0.20167826,0.0005787037
故障,0.0009514581,0.00072118506,0.06656735,0.03467198,0.0133845955,0.529373,0.24084076,0.015618143
荷厄介,0,0.00028344672,0.030285338,0.0065608467,0.0018745277,0.69668484,0.21879667,0.004374528
足まとい,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
さ障り,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
障害物,0,0,0.044753086,0.030864198,0.0061728396,0.587037,0.2447531,0.015432099
途切らせる,0.019811321,0.008490566,0.0015199161,0.0067085954,0.00020964361,0.74748427,0.19019918,0.000524109
断ち截る,0,0,0.0015795206,0.0010893246,0.00021786492,0.7924837,0.20157954,0.0005446623
押さえる,0.007291667,0.07083333,0,0.0020833334,0,0.725,0.18125,0
干渉,0,0,0.02512438,0.0049751247,0.0009950249,0.72630596,0.21001245,0.0024875621
沮む,0,0,0.0016111112,0.0011111111,0.0062222225,0.7763334,0.20361112,0.00055555557
足手纒い,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
障る,0.005,0,0.0026111114,0.018111112,0.00022222222,0.76133335,0.19461112,0.0015555556
足枷,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
差し支える,0,0,0.0016111112,0.0011111111,0.0062222225,0.7763334,0.20361112,0.00055555557
妨げる,0,0,0.0011035007,0.000761035,0.004261796,0.78379,0.20247337,0.0003805175
割込む,0,0,0.0061965813,0.0042735045,0.0008547009,0.7705128,0.2061966,0.0021367522
封じる,0.005367647,0.0033823529,0.0011846406,0.00125817,0.0001633987,0.7828921,0.20089053,0.00040849674
荷物,0,0,0.038055558,0.0055555557,0.0011111111,0.70437497,0.20784724,0.0027777778
禁断,0,0,0,0,0,0.78518516,0.21481483,0
阻む,0,0,0.0011674719,0.000805153,0.0045088567,0.78285027,0.20261677,0.0004025765
差し障り,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
雑音,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
押止める,0,0,0,0,0,0.8,0.20000002,0
足手まとい,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
口だし,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
さ障,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
押留める,0,0,0,0,0,0.8,0.20000002,0
立塞る,0,0,0.0016782407,0.0011574074,0.00023148149,0.7920139,0.20167826,0.0005787037
立ち塞る,0,0,0.0016782407,0.0011574074,0.00023148149,0.7920139,0.20167826,0.0005787037
手足纏,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
害,0.0037162162,0.0039414414,0.026231231,0.012987989,0.02750751,0.64057434,0.21029657,0.0034534535
断ちきる,0,0,0.0015795206,0.0010893246,0.00021786492,0.7924837,0.20157954,0.0005446623
ブロック,0,0,0.0015491453,0.0010683761,0.00021367523,0.7926282,0.20154914,0.00053418806
遮る,0,0,0.0014917697,0.0010288067,0.00020576132,0.7929012,0.20149179,0.0005144033
堰く,0,0,0.001643991,0.0011337869,0.008390022,0.77585036,0.20327663,0.00056689343
阻止,0,0,0.003265766,0.0022522523,0.0045045046,0.7706081,0.20630632,0.0011261262
差しとめる,0,0,0,0,0,0.8,0.20000002,0
立ちふさがる,0,0,0.001643991,0.0011337869,0.00022675737,0.7921769,0.201644,0.00056689343
障碍物,0.0017416521,0.0013201354,0.10151312,0.06346736,0.024500614,0.34931836,0.27158138,0.028589142
禁ずる,0,0,0,0,0,0.8,0.20000002,0
邪魔もの,0,0,0.028916212,0.006375228,0.0012750456,0.7127732,0.21231784,0.0031876138
立塞がる,0,0,0.0016782407,0.0011574074,0.00023148149,0.7920139,0.20167826,0.0005787037
差支える,0,0,0.0016111112,0.0011111111,0.0062222225,0.7763334,0.20361112,0.00055555557
持て余し,0,0,0.076111116,0.011111111,0.0022222223,0.6433334,0.19611113,0.0055555557
難事,0,0,0.0863805,0.044622254,0.027432464,0.4473272,0.23908196,0.020404076
障碍,0.0008935433,0.0006772868,0.064471945,0.033213686,0.012678576,0.5386865,0.23648526,0.016768921
差障,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
差しつかえる,0,0,0.0016111112,0.0011111111,0.0062222225,0.7763334,0.20361112,0.00055555557
押える,0.007291667,0.07083333,0,0.0020833334,0,0.725,0.18125,0
さし支え,0,0,0.026380952,0.009256934,0.0018021978,0.6849867,0.22643289,0.003040293
足手纏い,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
足手纏,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
支障,0.0008708261,0.0006600677,0.06092605,0.0334286,0.012532794,0.5335221,0.24514806,0.014294571
差障る,0,0,0.0016111112,0.0011111111,0.0062222225,0.7763334,0.20361112,0.00055555557
お邪魔,0,0,0.016343042,0.003236246,0.0035598706,0.74429613,0.20748383,0.001618123
阻礙,0,0,0.0011674719,0.000805153,0.0045088567,0.78285027,0.20261677,0.0004025765
差障り,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
抑える,0.017175142,0.008587571,0.013568738,0.014274953,0.00018832392,0.73926556,0.18780603,0.00047080978
癌,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
障礙,0.0008935433,0.0006772868,0.064471945,0.033213686,0.012678576,0.5386865,0.23648526,0.016768921
差し支え,0,0,0.02600939,0.009126554,0.0017768148,0.68660665,0.2260606,0.002997472
障害,0.004120963,0.0026056392,0.06077274,0.031963725,0.011951118,0.537833,0.22865413,0.01908546
差し合い,0,0,0.026380952,0.009256934,0.0018021978,0.6849867,0.22643289,0.003040293
横やり,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
邪魔者,0,0,0.029749107,0.0071684592,0.0014336918,0.7079973,0.21341847,0.0035842294
押し止める,0,0,0,0,0,0.8,0.20000002,0
差しさわる,0,0,0.0016111112,0.0011111111,0.0062222225,0.7763334,0.20361112,0.00055555557
悩みの種,0,0,0.076111116,0.011111111,0.0022222223,0.6433334,0.19611113,0.0055555557
手出し,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
足かせ,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
阻害,0,0,0.0037037039,0.0025542786,0.003959132,0.77188694,0.20557153,0.0012771392
邪魔だて,0,0,0.0014646465,0.001010101,0.0056565655,0.7784848,0.20328283,0.0005050505
割りこむ,0,0,0.0073232325,0.005050505,0.001010101,0.7651515,0.20732322,0.0025252525
障り,0,0,0.025648149,0.008999797,0.0017521369,0.6881816,0.22569865,0.0029558404
厄介者,0,0,0.069191925,0.01010101,0.002020202,0.6575757,0.19646466,0.005050505
差支,0,0,0.026380952,0.009256934,0.0018021978,0.6849867,0.22643289,0.003040293
押しとどめる,0,0,0,0,0,0.8,0.20000002,0
差し止める,0,0,0,0,0,0.8,0.20000002,0
邪魔立て,0,0,0.015586421,0.0030864198,0.0033950617,0.746875,0.20713735,0.0015432099
立ちはだかる,0,0,0.0015491453,0.0010683761,0.023290599,0.7310898,0.20924145,0.00053418806
手足纏い,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
差しつかえ,0,0,0.026380952,0.009256934,0.0018021978,0.6849867,0.22643289,0.003040293
断截る,0,0,0.0015795206,0.0010893246,0.00021786492,0.7924837,0.20157954,0.0005446623
差止める,0,0,0,0,0,0.8,0.20000002,0
阻碍,0,0,0.0011846406,0.00081699353,0.0045751636,0.782598,0.20265526,0.00040849674
足纏い,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
割り込む,0,0,0.0061965813,0.0042735045,0.0008547009,0.7705128,0.2061966,0.0021367522
妨碍,0,0,0.015586421,0.0030864198,0.0033950617,0.746875,0.20713735,0.0015432099
差支え,0,0,0.02600939,0.009126554,0.0017768148,0.68660665,0.2260606,0.002997472
さし止める,0,0,0,0,0,0.8,0.20000002,0
断ち切る,0,0,0.0015795206,0.0010893246,0.00021786492,0.7924837,0.20157954,0.0005446623
荷,0,0,0.038055558,0.0055555557,0.0011111111,0.70437497,0.20784724,0.0027777778
差し障る,0,0,0.0016111112,0.0011111111,0.0062222225,0.7763334,0.20361112,0.00055555557
介入,0,0,0.011507937,0.007936508,0.0015873015,0.7452381,0.21150795,0.0039682537
抑えつける,0.0045751636,0.0052287583,0.0015795206,0.0023965142,0.00021786492,0.7767974,0.19765797,0.0005446623
防止,0,0,0,0,0,0.8,0.20000002,0
困り者,0.0016055856,0.0012169998,0.10295741,0.058508974,0.022586502,0.3720278,0.2628641,0.026355615
断切る,0,0,0.0015795206,0.0010893246,0.00021786492,0.7924837,0.20157954,0.0005446623
防ぐ,0,0,0,0,0,0.8,0.20000002,0
遮断,0,0,0.0016782407,0.0011574074,0.00023148149,0.7920139,0.20167826,0.0005787037
截ち切る,0,0,0.0015795206,0.0010893246,0.00021786492,0.7924837,0.20157954,0.0005446623
邪魔物,0,0,0.028916212,0.006375228,0.0012750456,0.7127732,0.21231784,0.0031876138
御邪魔,0,0,0.0016111112,0.0011111111,0.0062222225,0.7763334,0.20361112,0.00055555557
断つ,0,0,0.0015795206,0.0010893246,0.00021786492,0.7924837,0.20157954,0.0005446623
差しさわり,0,0,0.026380952,0.009256934,0.0018021978,0.6849867,0.22643289,0.003040293
止める,0,0,0,0,0,0.8,0.20000002,0
拒む,0.004876544,0.0019259261,0.01057819,0.015572017,0.024353908,0.720358,0.1942572,0.0034773664
瘤,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
さし障る,0,0,0.0016111112,0.0011111111,0.0062222225,0.7763334,0.20361112,0.00055555557
人泣かせ,0,0,0.076111116,0.011111111,0.0022222223,0.6433334,0.19611113,0.0055555557
禁止,0,0,0,0,0,0.78518516,0.21481483,0
横槍,0,0,0.02759563,0.0054644807,0.0010928962,0.7190574,0.21099727,0.0027322404
さし障り,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
魔障,0,0,0.028531073,0.0056497175,0.0011299435,0.71631354,0.21137005,0.0028248588
封ずる,0,0,0.0014646465,0.001010101,0.00020202021,0.79303026,0.20146465,0.0005050505
妨げ,0,0,0.027150538,0.005376344,0.0010752688,0.7203629,0.2108199,0.002688172
心胸,0.06782765,0.21929222,0.0024500468,0.08283517,0.11591445,0.0922228,0.05803163,0.0006127451
情意,0.030777777,0.23117462,0.003047619,0.099365085,0.11166667,0.083809525,0.036904763,0
気味合い,0.04285163,0.23116963,0.0014000267,0.0849591,0.10957584,0.10928038,0.051352542,0.0012004802
フィーリング,0.07916184,0.20227344,0.0012250234,0.07433922,0.095878854,0.13728699,0.069933474,0.0010504202
心緒,0.04285163,0.23116963,0.0014000267,0.0849591,0.10957584,0.10928038,0.051352542,0.0012004802
心持,0.10869063,0.21106791,0.0012782853,0.077571355,0.1000475,0.099777736,0.046887103,0.0010960907
気味合,0.04285163,0.23116963,0.0014000267,0.0849591,0.10957584,0.10928038,0.051352542,0.0012004802
心肝,0.06782765,0.21929222,0.0024500468,0.08283517,0.11591445,0.0922228,0.05803163,0.0006127451
情性,0.030777777,0.23117462,0.003047619,0.099365085,0.11166667,0.083809525,0.036904763,0
心持ち,0.10869063,0.21106791,0.0012782853,0.077571355,0.1000475,0.099777736,0.046887103,0.0010960907
感,0.04285163,0.23116963,0.0014000267,0.0849591,0.10957584,0.10928038,0.051352542,0.0012004802
情動,0.030777777,0.23117462,0.003047619,0.099365085,0.11166667,0.083809525,0.036904763,0
気色,0.04285163,0.23116963,0.0014000267,0.0849591,0.10957584,0.10928038,0.051352542,0.0012004802
気,0.15240946,0.2544633,0.021400029,0.05130263,0.06385588,0.09238128,0.06490696,0.00035014006
エモーション,0.030777777,0.23117462,0.003047619,0.099365085,0.11166667,0.083809525,0.036904763,0
心奥,0.06782765,0.21929222,0.0024500468,0.08283517,0.11591445,0.0922228,0.05803163,0.0006127451
意,0.07337937,0.21703896,0.034569275,0.06492476,0.06469026,0.1312826,0.0920292,0.0005656109
念い,0.12737726,0.34638298,0.009161532,0.06418365,0.05747922,0.05861516,0.029622305,0.0006148801
真剣,0.49153224,0.17088808,0,0.0073699905,0.021260997,0.024128381,0.12042604,0.00089605735
ほとばしる元気,0.64171296,0.13548149,0,0.008833334,0.0027777778,0.0042592594,0.06858025,0
熱,0.6301449,0.15032259,0,0.010889987,0.00256917,0.0040184455,0.062313348,0
あふれる元気,0.64171296,0.13548149,0,0.008833334,0.0027777778,0.0042592594,0.06858025,0
鋭気,0.62513024,0.0953125,0,0.0070312503,0.0046875,0.0046875,0.13541667,0
当惑させる,0.06160714,0.013690476,0.16051587,0.26001987,0.04985119,0.036011904,0.16101192,0
参らせる,0.06160714,0.013690476,0.16051587,0.26001987,0.04985119,0.036011904,0.16101192,0
困らす,0.044805195,0.00995671,0.14401156,0.33910537,0.03625541,0.026190478,0.11709957,0
情味,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
人間味,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
ユマニテー,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
ユマニテ,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
ヒューマニティー,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
仁恩,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
ユーマニテー,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
人間み,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
人情味,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
ヒュマニティ,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
ヒューマニティ,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
ヒューマニチー,0.16919725,0.44968337,0.0022222223,0.027270172,0.0016319444,0.0016319444,0,0
真っ直,0.31626168,0.40410945,0.0022666669,0.00874,0.0045111114,0.009311112,0.013422223,0
真直ぐ,0.31194496,0.3864109,0.0021383648,0.008245284,0.0136897275,0.013501048,0.020209644,0.004716981
まっすぐ,0.5605769,0.19391027,0,0,0,0,0,0
直ぐ,0.44104168,0.21347918,0,0.0058333334,0.029444445,0.02027778,0.032222223,0.0125
真直,0.41374996,0.26445076,0,0,0.026767677,0.018434344,0.02929293,0.011363637
すぐに,0.5864583,0.16701388,0,0,0,0,0,0
真すぐ,0.31194496,0.3864109,0.0021383648,0.008245284,0.0136897275,0.013501048,0.020209644,0.004716981
一路,0.5864583,0.16701388,0,0,0,0,0,0
すぐ,0.5689103,0.16378206,0,0.008974359,0,0,0,0
真っすぐ,0.31194496,0.3864109,0.0021383648,0.008245284,0.0136897275,0.013501048,0.020209644,0.004716981
真っ直ぐ,0.31194496,0.3864109,0.0021383648,0.008245284,0.0136897275,0.013501048,0.020209644,0.004716981
不身持ち,0.19239363,0.16650522,0,0.023657242,0.008333334,0.38156968,0.091175765,0
婬奔,0.22904003,0.19822049,0,0.021814175,0.0035714286,0.3355195,0.07743146,0
しり軽,0.15727472,0.12518767,0,0.08359951,0.031416316,0.35146406,0.07392826,0
ゆるゆる,0.3194737,0.13288465,0.002295082,0.0767557,0.007614754,0.13589467,0.03500099,0.0013114754
ふしだら,0.13911732,0.115746774,0,0.028417053,0.012725226,0.41278732,0.11786651,0.0054054055
不行状,0.15086639,0.13204941,0,0.031350184,0.012373738,0.43831673,0.10711548,0
選む,0.39363098,0.4017163,0,0,0,0,0,0
撰択,0.39363098,0.4017163,0,0,0,0,0,0
選択,0.39363098,0.4017163,0,0,0,0,0,0
撰ぶ,0.39363098,0.4017163,0,0,0,0,0,0
卜する,0.39363098,0.4017163,0,0,0,0,0,0
択ぶ,0.39363098,0.4017163,0,0,0,0,0,0
択む,0.39363098,0.4017163,0,0,0,0,0,0
選る,0.39363098,0.4017163,0,0,0,0,0,0
選ぶ,0.39363098,0.4017163,0,0,0,0,0,0
選定,0.39363098,0.4017163,0,0,0,0,0,0
撰る,0.39363098,0.4017163,0,0,0,0,0,0
チョイス,0.39363098,0.4017163,0,0,0,0,0,0
択る,0.39363098,0.4017163,0,0,0,0,0,0
逆まく,0.46499997,0.020000001,0.046875,0,0.046875,0.1875,0.075,0.046875
吹荒れる,0.46499997,0.020000001,0.046875,0,0.046875,0.1875,0.075,0.046875
燃盛る,0.46499997,0.020000001,0.046875,0,0.046875,0.1875,0.075,0.046875
吹き荒れる,0.46499997,0.020000001,0.046875,0,0.046875,0.1875,0.075,0.046875
吹き荒ぶ,0.46499997,0.020000001,0.046875,0,0.046875,0.1875,0.075,0.046875
吹き捲る,0.372271,0.2152824,0.021802325,0.0008859358,0.027564071,0.08776301,0.039682012,0.022356035
逆巻く,0.46499997,0.020000001,0.046875,0,0.046875,0.1875,0.075,0.046875
吹荒ぶ,0.46499997,0.020000001,0.046875,0,0.046875,0.1875,0.075,0.046875
吹捲る,0.372271,0.2152824,0.021802325,0.0008859358,0.027564071,0.08776301,0.039682012,0.022356035
吹きあれる,0.46499997,0.020000001,0.046875,0,0.046875,0.1875,0.075,0.046875
吹きまくる,0.372271,0.2152824,0.021802325,0.0008859358,0.027564071,0.08776301,0.039682012,0.022356035
自由奔放,0.0062500006,0,0,0.36726192,0.019940477,0.1624008,0.029166669,0
きらびやか,0.6396869,0.19267803,0.0020930234,0.044707526,0.0010465117,0.003156977,0.0013081396,0
妙妙たる,0.5974927,0.2457662,0.0003846154,0.06645714,0.0013675214,0.011,0.0035555556,0.001025641
